rows=8433
cols=3180
(0, 436, -862)
(0, 23, -1000)
(0, 1564, -767)
(0, 1362, -788)
(0, 592, -673)
(0, 1134, -890)
(0, 563, -203)
(0, 78, 1000)
(0, 172, -691)
(0, 1905, -696)
(0, 109, -1002)
(0, 337, -614)
(1, 1187, 586)
(1, 969, -615)
(1, 1049, 217)
(1, 1167, -889)
(1, 867, -973)
(1, 468, 940)
(1, 120, -569)
(1, 846, -636)
(1, 1381, -137)
(1, 2582, -1014)
(1, 1904, -549)
(1, 1803, -639)
(1, 2036, 424)
(1, 316, -1011)
(1, 993, -358)
(1, 1499, -734)
(1, 2682, 977)
(1, 1268, -914)
(1, 2872, -640)
(1, 1086, 822)
(1, 1459, -516)
(1, 2198, -626)
(1, 2948, 795)
(1, 2564, -533)
(1, 2535, -750)
(1, 2875, -758)
(1, 1451, -737)
(1, 797, -316)
(1, 1419, -512)
(1, 2567, -691)
(1, 879, -561)
(1, 1178, -536)
(1, 1553, -610)
(1, 769, -720)
(1, 1321, -303)
(1, 213, 316)
(1, 1406, 228)
(1, 55, -726)
(1, 3177, -785)
(1, 2520, -473)
(1, 215, -866)
(1, 1398, 684)
(1, 96, 311)
(1, 2598, -650)
(1, 1583, -304)
(1, 1640, -831)
(1, 367, -901)
(1, 1468, -1020)
(1, 1648, -981)
(1, 1788, 939)
(1, 538, 744)
(1, 2796, 519)
(1, 27, -864)
(1, 1244, 320)
(1, 1531, -944)
(1, 568, 111)
(1, 232, -919)
(1, 152, -532)
(1, 781, -1013)
(1, 395, -186)
(1, 2692, -595)
(1, 888, -702)
(1, 2379, 749)
(1, 1535, 352)
(1, 1492, -741)
(1, 788, -909)
(1, 1238, -829)
(1, 458, -853)
(1, 788, -661)
(1, 964, -508)
(1, 139, -485)
(1, 1634, -773)
(1, 980, -534)
(1, 898, 438)
(1, 892, -470)
(1, 552, -587)
(1, 1503, -651)
(1, 2785, -948)
(1, 2018, -172)
(1, 2837, -802)
(1, 1176, -347)
(2, 938, -762)
(2, 1061, 545)
(2, 1119, -744)
(2, 364, 561)
(2, 990, -728)
(2, 15, 275)
(2, 568, 727)
(2, 3053, -795)
(2, 969, -895)
(2, 1526, -515)
(2, 583, 809)
(2, 655, -799)
(2, 3023, 34)
(2, 273, -241)
(2, 2363, -208)
(2, 1889, -726)
(2, 494, -648)
(2, 571, 405)
(2, 2337, -876)
(2, 1359, -886)
(2, 894, -460)
(2, 1026, 733)
(2, 459, -887)
(2, 1, -843)
(2, 967, 801)
(2, 1200, -967)
(2, 1424, -944)
(2, 889, -531)
(2, 516, 726)
(2, 1754, -630)
(2, 1482, -805)
