rows=3180
cols=8433
(0, 3579, -977)
(0, 2005, -893)
(0, 1244, -622)
(0, 3713, -670)
(0, 2884, -793)
(0, 6603, -745)
(0, 3290, -428)
(0, 66, -572)
(0, 164, -566)
(0, 1934, -756)
(0, 3627, 629)
(0, 3142, 676)
(0, 1327, 931)
(0, 24, -558)
(0, 1969, 326)
(0, 1876, -933)
(0, 149, 171)
(0, 2971, 122)
(0, 3167, 426)
(0, 4056, 185)
(0, 4739, -679)
(0, 7924, -735)
(0, 4648, -910)
(0, 4537, -748)
(0, 8321, 648)
(0, 2323, -577)
(0, 1146, -803)
(0, 5300, -761)
(0, 3294, -823)
(0, 79, -155)
(0, 2323, -726)
(0, 2622, -739)
(0, 3822, -485)
(0, 560, 295)
(0, 1669, -296)
(0, 2252, -513)
(0, 3996, 1001)
(0, 7480, -650)
(0, 5417, 641)
(0, 3331, -599)
(0, 2728, -123)
(0, 6032, -656)
(0, 2541, -116)
(0, 2189, -1023)
(0, 6111, -440)
(0, 2617, -773)
(0, 3066, -791)
(0, 638, -599)
(0, 3566, -512)
(0, 476, 796)
(0, 3886, -741)
(0, 572, 596)
(0, 1248, 613)
(0, 140, -961)
(0, 3780, -722)
(0, 4764, -801)
(0, 1468, 222)
(0, 36, -780)
(0, 1296, -670)
(0, 7942, -865)
(0, 5514, -629)
(0, 6247, 909)
(0, 1898, 320)
(0, 2406, -656)
(0, 706, -632)
(0, 7546, -689)
(0, 6276, -576)
(0, 881, -775)
(0, 1282, -672)
(0, 6060, -584)
(0, 3461, 333)
(0, 7657, -734)
(0, 2996, 927)
(0, 6468, 53)
(0, 4646, -360)
(0, 7381, 697)
(0, 1648, -900)
(0, 7982, -690)
(1, 1519, -820)
(1, 3870, -722)
(1, 1456, -310)
(1, 4072, -852)
(1, 5513, -703)
(1, 1129, -846)
(1, 1477, 579)
(1, 967, -746)
(1, 7269, 310)
(1, 7776, 946)
(1, 5618, -658)
(1, 3989, -608)
(1, 3517, -401)
(1, 1283, -525)
(1, 1542, -996)
(1, 5557, -662)
(1, 601, -61)
(1, 3110, -719)
(1, 6233, -891)
(1, 5082, 542)
(1, 312, -396)
(1, 5315, -714)
(1, 1111, 794)
(1, 1317, 864)
(1, 7202, -785)
(1, 617, -764)
(1, 6342, 858)
(1, 5462, -123)
(1, 3202, -646)
(1, 1366, -663)
(1, 3917, -711)
(1, 3022, -171)
(1, 1991, -572)
(1, 2667, -950)
(1, 6167, -794)
(1, 319, -868)
(1, 1619, -890)
(1, 3961, -915)
(1, 6343, 587)
(1, 6058, 168)
(1, 4789, -522)
(1, 5436, 146)
(1, 987, -722)
(1, 995, -677)
(1, 1905, -983)
(1, 914, -792)
(1, 1209, -591)
(1, 1639, 293)
(1, 1852, -888)
(1, 992, -973)
(1, 3649, -911)
(1, 262, -588)
(1, 7332, -600)
(1, 638, -951)
(1, 1185, -940)
(1, 4138, -911)
